12:11:43.016 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Sending heartbeat to FogIp : 172.10.20.0 and port : 9000
12:11:43.027 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Received heartbeat response from FogIp : 172.10.20.0 and port : 9000
12:11:43.499 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The total free space available is (in MB) 16000
12:11:43.500 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The encoded space is 77
12:11:43.502 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Sending heartbeat to FogIp : 172.10.20.1 and port : 9001
12:11:43.559 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Received heartbeat response from FogIp : 172.10.20.1 and port : 9001
12:11:43.778 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The total free space available is (in MB) 16000
12:11:43.779 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The encoded space is 77
12:11:43.781 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Sending heartbeat to FogIp : 172.10.20.1 and port : 9001
12:11:43.791 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Received heartbeat response from FogIp : 172.10.20.1 and port : 9001
12:11:44.676 [Thread-1] INFO  com.dreamlab.edgefs.edge.model.Edge - The total free space available is (in MB) 16000
12:11:44.676 [Thread-1] INFO  com.dreamlab.edgefs.edge.model.Edge - The encoded space is 77
12:11:44.678 [Thread-1] INFO  com.dreamlab.edgefs.edge.model.Edge - Sending heartbeat to FogIp : 172.10.20.1 and port : 9001
12:11:44.690 [Thread-1] INFO  com.dreamlab.edgefs.edge.model.Edge - Received heartbeat response from FogIp : 172.10.20.1 and port : 9001
12:11:44.968 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The total free space available is (in MB) 16000
12:11:44.969 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The encoded space is 77
12:11:44.970 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Sending heartbeat to FogIp : 172.10.20.0 and port : 9000
12:11:44.981 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Received heartbeat response from FogIp : 172.10.20.0 and port : 9000
12:11:45.581 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The total free space available is (in MB) 16000
12:11:45.581 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The encoded space is 77
12:11:45.583 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Sending heartbeat to FogIp : 172.10.20.0 and port : 9000
12:11:45.657 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Received heartbeat response from FogIp : 172.10.20.0 and port : 9000
12:11:45.718 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The total free space available is (in MB) 16000
12:11:45.718 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The encoded space is 77
12:11:45.719 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Sending heartbeat to FogIp : 172.10.20.1 and port : 9001
12:11:45.763 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Received heartbeat response from FogIp : 172.10.20.1 and port : 9001
12:11:46.613 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The total free space available is (in MB) 16000
12:11:46.614 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The encoded space is 77
12:11:46.616 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Sending heartbeat to FogIp : 172.10.20.1 and port : 9001
12:11:46.658 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Received heartbeat response from FogIp : 172.10.20.1 and port : 9001
12:11:47.044 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The total free space available is (in MB) 16000
12:11:47.045 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The encoded space is 77
12:11:47.047 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Sending heartbeat to FogIp : 172.10.20.0 and port : 9000
12:11:47.057 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Received heartbeat response from FogIp : 172.10.20.0 and port : 9000
12:11:47.374 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The total free space available is (in MB) 16000
12:11:47.375 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The encoded space is 77
12:11:47.376 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Sending heartbeat to FogIp : 172.10.20.0 and port : 9000
12:11:47.380 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The total free space available is (in MB) 16000
12:11:47.380 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - The encoded space is 77
12:11:47.382 [Thread-2] INFO  com.dreamlab.edgefs.edge.model.Edge - Sending heartbeat to FogIp : 172.10.20.0 and port : 9000
